City,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity
Chennai,2013-01-15,193.02968865383173,108.0344965339658,48.36670670611292,8.514043929854395,7.861461406072334,50.02376565228478,13.805889969124927,42.58326004752615
Visakhapatnam,2013-01-16,191.455350694304,219.22776150365573,44.07835675698994,72.20373965907825,5.343545490935296,53.328693090394296,38.61168144877308,81.7411882339907
Kanpur,2013-01-17,74.72924060535304,58.80488644518162,48.53766634936606,47.71171852692072,5.709402261507811,39.49534230668804,37.53291364285041,77.31197647806175
Chennai,2013-01-18,59.27021506494043,25.27101393319113,149.8003161882348,77.40263405885058,1.30196793981778,20.338667968616292,34.856269373044086,46.63466064266477
Kota,2013-01-19,188.80395460172704,238.52683952677427,138.78929900652136,62.92053720383422,5.924619861640497,85.86004803767524,20.393224936615667,69.70983075189054
Agra,2013-01-20,110.5222046116616,169.41414026337608,33.774585313396685,48.85131546735778,2.71665164848058,41.956182316985796,14.613395915151955,46.77785530960465
Delhi,2013-01-21,144.75546628053527,29.838865602216558,136.2661984953761,52.554567804713336,4.639700373364873,50.02329201389161,27.65281840437673,57.60312764470178
Allahabad,2013-01-22,96.46205399135057,257.22446696459076,55.621669690438424,44.13295094241862,1.266497277267889,69.02270191086416,40.89995618920121,60.811066822300255
Amritsar,2013-01-23,264.5534773141913,365.1069049487245,50.888774013368625,58.25236583625403,8.794668080452144,82.06084764085583,34.1084090321879,60.65958531840675
Jodhpur,2013-01-24,91.28213299497193,307.0628532957973,85.08576386249965,99.87827024091857,3.5167177186044722,19.1271478685792,42.627686355494255,63.94601084112396
Pune,2013-01-25,131.95676272282788,32.11396384549644,25.132878436095602,29.31744913308019,9.390542479037185,71.89287495544312,34.22906169563693,66.338828660204
Jabalpur,2013-01-26,262.8297009610469,358.1722266657925,36.21791791809106,98.37590381945564,4.350160778025688,12.252587350971623,11.0228823223269,62.42560762868167
Patna,2013-01-27,196.56479018987665,333.8549914362594,138.0311164839734,68.24483306354749,3.860811119132528,78.01948292971974,17.139150444388672,99.34572300033854
Delhi,2013-01-28,70.38149766675431,20.89927861121979,11.783415908260714,20.558446326396542,0.12618089595667112,95.48107261725029,40.21815195338675,99.59440735582199
Madurai,2013-01-29,219.78386672558412,146.99216606864312,53.758733287145674,18.927845761360928,4.737398946077156,37.53310441655231,28.733600376154232,66.14542542085024
LucknowUntitled document,2013-01-30,265.3564491869744,23.03850213892439,34.91201349870695,63.20383367360504,3.3948871898372452,46.12567130397241,16.93435940990172,32.685956412534736
Gwalior,2013-01-31,37.814608101918424,299.0533902789633,135.04440837149463,73.15464660137408,2.1971141562281606,65.31872710118688,38.9485674868489,33.23502570527766
Amritsar,2013-02-01,98.73250395569433,333.61416269758973,31.353155097635824,69.40081244031815,3.4796874450770314,94.6388470242844,28.57668803602983,35.50044302924147
Chennai,2013-02-02,62.66552547018347,216.0219960643784,29.549682798277683,51.17943252635709,7.163841553910273,99.90614602650314,39.904891218878504,30.09921864365203
Allahabad,2013-02-03,132.544578369158,188.5868901651465,128.16983713485297,52.430305556388085,5.898630964266603,69.87345554038816,35.85093715365349,61.5588388263773
Aurangabad,2013-02-04,26.968206749689227,259.8455923642084,90.29377485424226,17.08471071784564,9.973288436602331,81.35326454431284,11.588526662266618,79.11211785442033
Agra,2013-02-05,161.6365765583751,185.6085769889908,119.09586906887371,66.77297577343487,8.39839191148277,69.70183240341288,42.0474821137529,77.2455414826789
Ahmedabad,2013-02-06,266.73346251713446,101.04375038186016,65.83029579823668,53.29232381625506,0.5054823179849574,89.4031257514779,12.52593458553769,55.1759050345248
Vijayawada,2013-02-07,198.83281801138202,69.50938236332368,142.00472372468582,13.120138139583155,8.97276098404801,98.60072933057795,42.38358799413256,70.27499143946193
Bangalore,2013-02-08,259.70232893901675,75.1334351550358,145.01604610373474,84.24140403438084,4.555318000226739,37.47340264940805,18.106027771728364,74.13388253680142
Kanpur,2013-02-09,262.0302237527377,331.34176490727276,61.365911229731395,84.68473400191384,4.2158362634365485,34.02014622232683,10.49855344326712,72.5867656161702
Chandigarh,2013-02-10,73.00321371589918,52.16569926253021,65.36134823390744,93.3952066036721,7.994802469284008,89.63336323007333,26.119480728339173,20.6767410133647
Ranchi,2013-02-11,125.23196208192348,113.68079615617984,72.8031908842558,79.3779862718757,3.7960028125569907,66.82812604474954,37.87021440416434,50.92495584351348
Gwalior,2013-02-12,190.3368448924728,293.4159397287772,71.07108872442487,94.21980314675127,5.763991957436316,47.222643470103115,23.80831953818026,68.36679848038085
Patna,2013-02-13,143.08547983375811,44.945675906862355,86.28647892338043,8.24602715172051,8.445587363374193,94.78442530621015,19.57719481929498,35.83191993124576
Srinagar,2013-02-14,279.58127213971443,302.93322751299854,24.433882302591606,16.404836163102296,6.560838480380582,73.64623027781157,24.71652367105584,88.77706623465647
Jodhpur,2013-02-15,185.9392039221311,214.0536541292924,107.02069256285773,83.40021565629611,8.757148073027885,72.55067917575431,25.080944864125115,37.23802782225535
Jabalpur,2013-02-16,84.38029224521664,336.14050367481656,62.45472832160781,40.27252629728918,6.659309741059609,50.9248392117531,34.7398005633617,45.218062821378226
Coimbatore,2013-02-17,131.65726000557214,285.47682128032466,95.29105186959806,29.45762664402021,8.346233517711115,73.66865640602725,30.931794596710354,64.75271628338271
Amritsar,2013-02-18,250.888791413581,32.3241314964215,102.68352672303111,21.61525746679131,8.990123220095363,19.3366088586211,39.51995148088007,25.48430855152808
Bangalore,2013-02-19,220.65346160279594,325.32068327640343,83.30369222190755,61.342559389987294,8.847103500137317,91.0387055104095,11.001499534328035,60.99931932713794
Kolkata,2013-02-20,41.1988321760048,242.80520921677646,66.2386946819816,46.97402850750485,4.777737334586504,53.44687704889919,13.56918517904087,68.62826437712842
Vijayawada,2013-02-21,76.9486975564669,188.16462898701522,79.50193148740149,81.74431337312095,0.44151228561607037,25.074498323554494,17.655284404457518,27.36593133315545
Hyderabad,2013-02-22,114.44655538594975,51.13207898108901,21.794172500583034,30.18207464846274,5.03560353086547,37.840278258450084,11.577860671078737,59.53971353295967
Ranchi,2013-02-23,203.26379421279785,152.86079356291404,101.32800933130102,23.189560363907493,0.9374322691399112,14.639606075637463,15.904570873344252,99.71623908793556
Chandigarh,2013-02-24,101.00000384615576,81.07057378137995,12.860498978865051,87.76328257594682,1.0242441430883062,30.743817494360776,31.46315152386548,61.12569446670147
Srinagar,2013-02-25,112.49540651822929,223.4476698550155,61.19550667833914,58.84630547185335,6.1255524109790995,79.5958810546959,16.801340524218098,80.43665746250102
Dhanbad,2013-02-26,111.3225489263792,375.0237023601054,146.49946195235182,93.56382582755987,8.789288628820715,15.273763697583405,17.173028192242768,54.28808570909829
Bhopal,2013-02-27,294.56756189188343,202.0742358862908,89.30870193888893,17.264965623193667,1.9972065077176453,47.652120686713594,33.890932341826435,48.98131904442536
Ranchi,2013-02-28,56.06888166422765,85.78171780911548,130.27492165907086,26.174293274635094,2.329236578933362,89.49160717392367,11.662572104043077,93.42725956406439
Mumbai,2013-03-01,293.8927915466835,66.98840567228169,36.43330145746452,18.31270513077862,4.934527718194929,30.898219140584704,32.92193354073739,96.11095348850513
Guwahati,2013-03-02,10.754951519848335,271.21407174996114,54.87865145396464,91.85027476942477,8.015197746090998,41.377545624297625,21.204064236769607,40.4157476646398
Bhopal,2013-03-03,11.053884332884097,272.10518492697827,39.528333252954866,77.33549744818535,8.302546469323831,31.80172855484582,40.55237253481827,44.22778381691294
Guwahati,2013-03-04,35.72942306148367,58.48029811830689,43.330316600088615,14.961074066344226,4.079950230518402,70.1492836451211,29.8575817299321,62.56290484221455
Surat,2013-03-05,167.51222445446587,44.095662713992496,75.89828562618597,37.160712419502325,2.8758151411246318,13.483275794032638,37.46190534675819,68.38661995222296
Gwalior,2013-03-06,266.560810726777,215.03221071127848,132.71034913134494,87.04075526757714,9.76161258945552,60.082773189938315,22.09031569905961,62.19022095120795
Nagpur,2013-03-07,63.00681015026818,198.65121338228744,88.29118427449794,75.2574172861091,8.451205843529985,32.00793367062753,23.136300686706385,90.19934683668264
Nashik,2013-03-08,200.185011588461,138.5471507631118,93.93475191934671,58.87532662693182,8.735380999923777,12.37396531265179,29.099666773611983,83.60189622937644
Chennai,2013-03-09,99.3889080889765,268.6925364612269,124.95060374864475,77.17246773028576,7.4419215650885,11.694833480931349,40.357070705728106,63.7763226628988
Jaipur,2013-03-10,294.77618965417014,211.15862327866597,40.23394002806255,99.7310138247246,8.884712480034016,16.938383121731327,29.15314948077977,58.07050580413759
Srinagar,2013-03-11,178.3754631786454,27.366396722647536,51.28436799284111,96.06891583145814,8.948283324124377,68.08724873873255,35.238534658663326,50.97520658242216
Kolkata,2013-03-12,136.82302847934318,66.0462509253226,22.012355783080153,9.30984030663178,7.718138464236734,42.29744525347597,23.52877245984024,26.885455559167674
Nashik,2013-03-13,86.56665154037917,247.37909766527955,133.87676055544628,26.026280970108168,7.613168097171693,46.45578826727599,10.17502456488962,87.75526654080194
Jaipur,2013-03-14,148.94264974030992,55.87032426962924,74.08962599988119,72.50635767008937,9.48742931106146,78.77700469809534,32.523638952837715,76.59514431217178
Hyderabad,2013-03-15,68.24121911908529,357.60806566084096,32.409893119535525,82.35578053215372,9.674103982045729,74.39579896212709,11.7379505930636,98.69091503765578
Gwalior,2013-03-16,153.17386291955634,344.3239106649117,58.339909454222195,26.2043461834134,3.4098057838655755,20.40586728311108,24.05922653587632,57.92608714635798
Nashik,2013-03-17,244.54038789376807,90.99323614733576,70.68474029055702,22.292088642380794,4.991742877491396,50.0362469446765,36.00595072134361,42.68667482342815
Surat,2013-03-18,86.51823891675757,262.8386478660136,146.77956923807045,27.04278059749531,4.874522861848493,42.15404908427956,25.801091740459928,91.46708389467457
Allahabad,2013-03-19,40.23658432036157,76.98141337603742,101.88640559737279,50.20599725412286,8.02635264108152,54.95622451349396,25.43831897158892,82.64240516983526
Jodhpur,2013-03-20,283.52817736541647,60.11698984905725,16.480910675538635,60.24707332972069,0.671029370170658,58.91950427996931,29.831360982182616,62.598301990660545
Nashik,2013-03-21,16.43957007293441,26.627849260268135,53.50520333333039,27.626203937977188,2.680905452121409,86.59991944853351,12.32637819920334,26.85383742952383
Kanpur,2013-03-22,279.02375617369324,301.52310477622524,63.63741538111716,59.839490457648154,3.2470253191853105,42.87908335058902,22.942228962322318,91.06380691512278
Coimbatore,2013-03-23,214.39102246702402,124.49068780539238,28.54089131013325,68.09703208828611,3.3351298145878134,12.020263220999531,36.44362436531829,54.41024679897719
Visakhapatnam,2013-03-24,227.4082901857065,352.8121649182473,69.73314645568756,16.355248514094853,6.653798691409613,63.981559672355765,17.35142065781198,21.232049563480082
Solapur,2013-03-25,202.12492996251544,197.9466867882851,109.27156407500057,49.637705153468936,9.386482766030996,43.69754443873029,30.387569005677804,29.730597317987304
Nagpur,2013-03-26,156.10828882342966,59.074061596744954,130.72895123718803,16.107486261782473,5.638562621270014,27.124819747473673,34.434250018153925,96.9202283676708
Kanpur,2013-03-27,30.837783285934076,96.00251419888173,11.854486698075979,5.388704465096403,7.024871993075794,48.06520821364187,20.283776955622002,61.02536694975874
Raipur,2013-03-28,56.421213320924565,385.73637684913916,40.530095595484504,13.340499429981389,1.4090960608878105,40.40920022421584,26.7138949385317,98.52477598953888
Patna,2013-03-29,176.50744450655475,94.58486337426724,102.30930372282727,68.70959641787104,0.1911961693876756,95.2957358620408,40.901578681748845,99.4477539415818
Bhopal,2013-03-30,14.125801563632246,209.12270766523872,119.41578169182962,65.86707647440898,0.21885333124407652,43.677144251786636,29.597124824640314,32.05120042984754
Jabalpur,2013-03-31,150.9860045184113,37.36525615235242,108.95715650234185,75.40840496817708,5.530431730069634,47.08534047171317,38.24979274924474,95.4010000799468
Guwahati,2013-04-01,23.48916416967728,327.59774144707615,113.82122587705176,29.968725014599553,9.527481562908463,74.42189178779407,14.393576757014475,84.38355251222156
Jaipur,2013-04-02,178.89062406753598,26.402849194431674,49.57150491004171,56.84676189728837,0.12303063010505763,97.21579293731905,26.901974394013468,35.35219845222802
Kota,2013-04-03,209.32182364154204,180.60465106820914,83.12211500333805,56.55230178859135,0.22961691106150997,48.07714015750764,23.018437815834417,57.14761791505755
Howrah,2013-04-04,43.280064571034046,116.8563360822576,62.678532732452936,21.779897346736824,7.864582563098998,91.72259960967644,40.992237758188764,24.620648950710596
Patna,2013-04-05,27.902388125617172,282.5504988502752,106.6654439207099,47.13874621718413,9.827262692108347,54.04743793183764,11.96907578758973,88.54469911405566
Guwahati,2013-04-06,241.7679726549968,44.625668068243044,135.50297204054596,41.09512599324529,2.812366778127314,87.89279263833853,27.345195736035173,84.9566211387538
Pune,2013-04-07,202.89627218212095,256.5809815400911,62.108500565578964,7.846096572544996,3.5049491740271774,35.36343384718724,19.99808562782285,27.195359814228652
Jaipur,2013-04-08,27.26240748992997,40.37756059185487,124.32588757018418,18.430097812004423,5.919723816013107,43.9377270822297,33.878411064754616,74.89603441987938
Gwalior,2013-04-09,205.3327446529384,35.29276860506895,43.55943864007188,10.206208000334374,0.7902373003911235,36.22275436522171,18.718634361048352,62.8271390791314
Varanasi,2013-04-10,50.356942492925526,203.1373208023285,61.45645033402546,7.269202543295789,0.20722362456712692,51.53699179037618,32.120881600790746,82.50590961528651
Hyderabad,2013-04-11,296.47321288393135,100.15347843655599,83.70468174305319,15.774774907980698,5.370377445753176,86.6451587541548,16.034222350713627,31.681802368115306
Hyderabad,2013-04-12,212.27582107706135,183.7425287417177,121.07452114868292,52.071732037013724,2.9947834037708683,49.07031787162222,17.956384711395486,38.320184743319274
Chandigarh,2013-04-13,156.41460914767657,339.77285729777145,92.2709256591378,36.253908391417724,5.660394042320077,50.49067621888517,19.52907954781592,45.57546603258831
Nagpur,2013-04-14,59.96127322204649,85.78772131065077,44.44758631658692,19.530319415481507,9.596503491650816,61.40206934607191,42.09516216988717,64.42601005171693
LucknowUntitled document,2013-04-15,299.8738972718904,135.03440567241572,69.64583571877375,41.74855439516104,0.39222729317941507,58.7645509604089,44.50314874088753,86.02496008852415
Dhanbad,2013-04-16,81.0696907365214,37.54104347651372,35.29307152027886,26.18365294366695,2.5131137989256276,88.74800755267545,27.117122844413693,60.33253337391215
Chennai,2013-04-17,79.68289799823569,186.77241903230447,82.12807596842158,77.40459609522837,8.706037443653122,73.49700500286707,39.417277729164596,96.90686735766793
Nagpur,2013-04-18,214.48546145052455,138.90573469622493,141.39107191314122,45.96774245856116,4.347938802826899,69.75895953823718,35.7528838550019,91.99376057938126
Raipur,2013-04-19,93.79977662482638,358.4433015481783,13.26545168682096,44.47244043988195,0.7051849519294479,12.885328217461984,19.980157570970604,67.32061422913237
LucknowUntitled document,2013-04-20,136.25172240556765,173.6834333582584,120.06292558093625,69.54543413504787,8.25959756999198,25.949466684550764,13.403718711772907,82.7491138511047
Aurangabad,2013-04-21,110.03986506392789,273.3163943832115,11.569448855551723,38.54801814512903,6.5723235428192535,11.691660611122192,16.055785309190423,86.3921680812388
Howrah,2013-04-22,139.60742744253122,356.93911996542863,18.328205189778373,30.760039485187868,8.246433978395359,52.01795970028454,31.224213015749978,61.378480951602874
Mumbai,2013-04-23,56.82487894370806,104.69143083293024,93.68137459735173,99.63229984687305,8.173640688059253,90.55041807667511,38.12205749745867,34.50095136259628
Ludhiana,2013-04-24,155.5281151014001,317.5710702121353,76.25698256974728,29.24275058123462,6.603910806079669,97.9697591574911,40.1332431851465,48.05234537741513
Ranchi,2013-04-25,271.3199525430446,34.872698129164704,143.31870119006882,81.38368634730617,7.296104612335083,69.8450400219502,34.100763873418515,50.73578928385202
Madurai,2013-04-26,248.4306918095853,376.0905214838742,45.348407054037295,40.63314076975566,0.6182640977740187,29.36077345020913,37.62244807549179,82.43994199720451
Jabalpur,2013-04-27,73.98725558616982,326.7423497608519,93.30714735342185,62.920431199381625,4.539350123503148,70.68805749385768,33.667930033638534,73.48160735534347
Surat,2013-04-28,32.39448694235616,28.891792010630734,144.72795785130543,65.20356678410937,5.028800929044931,53.24442949323936,44.44452834541106,93.4913304485325
Nashik,2013-04-29,162.7129155082958,160.62337702103218,109.217892702084,97.30681461739928,6.741220548533563,52.80280822054706,16.389243502166373,69.29136228428786
Varanasi,2013-04-30,88.0007607580657,366.9217333435384,82.14489151830892,73.0280790271436,2.6814246231305807,37.397190934264756,26.41087513863109,44.29036014366523
Nashik,2013-05-01,102.37578926330261,334.7136019949982,76.36251813990717,93.98899867141378,6.808597242942906,57.985037063994184,42.08761338423933,79.19218597954911
Allahabad,2013-05-02,185.3092288006597,236.58682088143928,57.474934385901676,50.31442380759549,0.35804274049572005,48.40384715654591,32.12863403438176,20.625455172848895
Vijayawada,2013-05-03,58.46532915626248,364.26184381482636,47.1108529635898,49.0881972975295,1.6254833681007705,12.55203271083824,15.122688336565053,87.39785854285682
Madurai,2013-05-04,257.83049875992697,173.57072825890958,112.55463565484168,67.02996713368972,2.132396949540805,35.11146300681305,37.58571779383482,71.58187093571361
Kanpur,2013-05-05,283.2546991367903,206.0735791071838,122.98855939116623,67.08903256961315,0.21214360020108042,92.39460671213718,13.257719741407792,34.88445994699689
LucknowUntitled document,2013-05-06,250.79224656784223,374.4615535010835,128.2862278786181,64.1172311088234,1.1453047545953943,29.989509060991008,27.05661241890229,73.7378547558892
Patna,2013-05-07,282.4377716595477,92.5782915426863,17.34997365483831,12.453915896567974,5.400242994350256,29.997535656682,31.005103397525808,79.53639062462523
Chandigarh,2013-05-08,97.95348652228226,264.0743836331347,124.53521679742737,76.94081292633399,7.440603407512802,14.050278910513487,32.814445214076684,44.23352371262044
Bangalore,2013-05-09,25.141371062944312,394.98467538697645,77.70626241386422,37.76493507592269,9.555233097080606,34.08515088469183,14.863990516364117,30.758470324903378
Jodhpur,2013-05-10,121.59921874577594,200.68318135130363,97.19982702958836,91.78312455903344,4.614936059702492,33.722041414704094,21.090501075760287,81.84215162739049
Chandigarh,2013-05-11,207.96661761172732,157.38579054676794,75.35120868156957,96.79684225023394,0.372871170859834,83.19086011246766,29.560137616339567,29.663412636573998
Hyderabad,2013-05-12,199.6406427586192,174.57848728426788,114.53651567004064,56.979737803465994,1.1108060903871353,24.871492994420777,41.198444417455676,32.36143819220244
Chennai,2013-05-13,263.3937103906941,221.40827831956938,69.021312810576,35.60336508628524,9.775725118767173,10.274800786360569,28.198891030140544,45.81694801108844
Bangalore,2013-05-14,114.73386679176949,23.224571322195395,86.50856588471657,70.66025119915936,3.5318579326250283,67.49690778100151,20.781933062262247,88.96722595223976
Patna,2013-05-15,46.89978541758541,387.11085516866854,75.22681700252883,34.13144959228921,3.5626094828430075,22.309516858799853,13.223428968148689,93.22511764705948
Aurangabad,2013-05-16,112.87234516374505,259.43608302535654,90.96335571184757,56.96858990066437,6.924804874664999,62.50704146379336,30.904670796882314,34.07773856769269
Allahabad,2013-05-17,41.760268937694526,255.17224823846053,91.14881300925289,77.85914428637163,4.1609386540753,75.40189321979945,29.862955151834903,54.02531304343416
Aurangabad,2013-05-18,167.2675386669043,243.2441579027893,111.33077329895,54.400493440006166,7.343326444986543,95.41263521203102,21.922835036351664,55.56948089223204
Agra,2013-05-19,250.40258695643124,28.811997751983867,107.98277011496587,76.52396572282221,7.539976613822175,95.86116011800843,30.932804192750023,59.77481042021746
Guwahati,2013-05-20,75.53994234356738,260.8020943190275,118.47222209510666,69.3203750456934,2.7755562461823753,94.83865679316054,10.752764673419815,76.26600460065754
Gwalior,2013-05-21,296.2614895269,200.27554425136276,116.06856332892762,61.33473258763087,5.5022180786710795,13.563195527861094,16.886497193293586,32.5627074603854
Howrah,2013-05-22,266.24181062100683,52.42980243231423,76.05306295111863,86.07182211568635,5.745265743967628,68.55488350886405,10.623207670841014,85.50062437255407
Raipur,2013-05-23,272.31893948910334,161.52738196536768,55.107851827049,50.17618298570138,8.675505052938377,63.980032239501604,32.56256731672329,55.42020427719962
Kota,2013-05-24,113.76921791609189,83.75370921430418,109.38187906148758,55.01460936149204,6.149197434962471,93.6181411813872,30.750100921867325,49.586103897215324
Chennai,2013-05-25,279.7539965882442,291.64228702351306,46.24894109874715,50.86889126159776,5.459735238508168,11.921338332224922,27.887811624146977,27.44445500182642
Vijayawada,2013-05-26,209.12850894682825,158.7055248586455,45.63643915882836,55.10296686166456,1.0149770654840455,26.115809132742005,33.06938314823353,61.687874706375865
Delhi,2013-05-27,234.17731621954084,213.2669278971151,43.6138972210331,38.673406599920746,7.065507641148563,75.76979249637452,35.57808082038039,93.98708139089374
Vadodara,2013-05-28,192.56267386928133,125.88021198687716,131.71892618278588,72.43634935438403,8.82077626817192,68.83658007840796,18.562797171438895,87.43026665839471
Navi Mumbai,2013-05-29,110.18752719324611,218.08320393193912,36.42715953216443,86.11318449227184,8.259637116512332,64.39113172865743,19.276861684112653,84.00490736394335
Delhi,2013-05-30,131.7338097940011,187.5038403611209,84.42672852334941,26.815634331235696,6.467304286170948,62.03282942087741,37.96420976598794,45.91314765786936
Bhopal,2013-05-31,181.9156689551169,378.563698348017,131.1711386646885,11.671558183905326,9.097732529768729,52.66911628875812,16.70156833122754,71.45214468217901
LucknowUntitled document,2013-06-01,241.05247450837481,262.353388013898,124.59609075136063,49.0733249708283,7.107704880622577,75.91012979891673,16.21284945481468,73.54038006632038
Allahabad,2013-06-02,115.79526719814294,25.929159489262723,96.89719751332734,12.965907805755242,5.567827177679289,33.63785946930258,17.654918803417,82.50083165856731
Madurai,2013-06-03,295.16634864637814,252.719241233023,146.06963828887635,88.60797122358107,7.283450660924665,27.02875132051165,21.741390695885592,25.18095547182253
Jabalpur,2013-06-04,13.32807121265958,286.54582657302586,145.3985850451347,42.2279938829614,2.452114154899137,80.96786837404927,38.605092243097715,22.564874942698772
Navi Mumbai,2013-06-05,224.46513652466385,322.96902171752515,129.3470533581238,6.807112917617499,3.432102077942911,47.86320222440159,42.50939392830811,96.77864512744426
Kolkata,2013-06-06,129.51824098537642,156.07503898034088,126.4751977804673,10.818194829984176,6.064450135226066,72.62014892697437,15.47789954404793,70.44696798329397
Raipur,2013-06-07,106.99308187448291,25.532362900329943,28.852229959738615,74.58656188337585,0.16743821923760055,26.47311394079884,42.182476443012746,23.078498877788867
Surat,2013-06-08,196.90426323432797,183.59626856404878,46.686549512198894,7.743608623264624,3.8269694366562343,62.08169178381261,42.986610926585655,60.48077180055234
Chandigarh,2013-06-09,152.23273747825178,337.0868403909719,24.706828774743926,75.7650060934639,5.164477571028205,61.89153473888825,28.763912609127527,31.187433759755443
Dhanbad,2013-06-10,265.8877869287803,396.05638971184885,70.42202106319702,80.24405068742597,5.5935118960334345,81.45647274978802,10.175658479592233,73.50858126958826
Gwalior,2013-06-11,100.727400487444,240.64256509856008,38.47709695086654,66.9721746087117,9.297016955299682,65.08324899763608,18.19796582014564,40.0362845033509
Jaipur,2013-06-12,114.23287620003931,28.090904570776697,114.72351223363292,57.808236379195996,1.0469662083555515,53.611050536018084,12.059364961624041,85.27099660846615
Kota,2013-06-13,242.1019637233128,59.236414145206176,83.3193617403141,22.425074758155134,1.9061247798842402,13.760721227437454,14.515791443042923,94.04400772138209
Raipur,2013-06-14,77.30952110998166,336.3903456777863,106.78669009019279,87.03814864453028,2.739636462857903,22.121906470285154,44.360165288413036,53.16140166727676
Navi Mumbai,2013-06-15,66.07611933244146,55.716555471803574,77.89715706810182,41.852625705057456,1.072596607758117,82.6038835908627,38.577564388022545,26.20437089449424
Jabalpur,2013-06-16,137.49350842486348,365.26040655077617,139.27064544514988,36.17249493457459,6.87343865432525,55.20125493500291,42.835925832755784,71.72791761372648
Aurangabad,2013-06-17,24.630374282248358,176.94767599215956,13.68959593882054,27.803947989039155,4.661924292184254,62.14197991661126,29.555691111762528,35.30959191910033
Nagpur,2013-06-18,242.00327647100488,304.42486299154456,97.58557606326579,33.64201068765791,6.263433079594431,61.920634032269035,29.57061348506831,21.644242146649717
Kolkata,2013-06-19,45.691577826073576,216.77487336229154,64.7784981817389,19.559732962587347,0.6313271243570461,44.24960632752661,27.249632188229675,23.021146628636302
Visakhapatnam,2013-06-20,191.26228362821237,310.89442673669464,15.719021613074917,36.954502891122594,4.590249548476066,99.89580825246006,30.779121218518654,89.82125227928962
Jodhpur,2013-06-21,147.72919171897095,23.998770479389055,100.27320140848772,52.982820759501315,4.414825805418809,95.16493954851315,26.18184594744057,28.908459330645513
Surat,2013-06-22,36.431634176686316,353.5618179079844,118.29481163978038,64.9679469610763,4.295792736195765,96.25155544913024,35.960670437347034,51.12494695589347
Varanasi,2013-06-23,20.899280048630303,82.30420836313871,66.4779431400242,50.59187731365809,8.709364498924337,31.813593185165814,30.081498224672217,65.56270690416636
Agra,2013-06-24,79.49961309512894,255.98462492083186,24.447925817212557,92.14135802775927,8.303526845240869,24.43326648794239,34.80913259706835,76.1362002863599
Ludhiana,2013-06-25,49.93712909478172,306.5820939160806,102.32613838107298,66.5422160461909,1.3402971869457498,56.13995707382633,31.2419148854557,84.29512529884647
Vadodara,2013-06-26,152.31523591339538,245.88267439450757,136.3382111274796,5.765980766150943,5.966973028654317,65.67358262018097,33.976990791905074,71.36316857574383
Allahabad,2013-06-27,279.0002640474132,308.6876515198299,35.98616345875695,71.04554920371362,1.0420464846037945,73.71810280428925,38.55723700489804,61.35602992927045
Pune,2013-06-28,126.02507883950331,278.94488148005115,63.43581512560014,61.56728424495919,9.54356418837225,29.701345197296547,32.32214260158379,30.78484823508542
Coimbatore,2013-06-29,211.88680834874546,305.5298477491001,12.97021687099565,9.950647188398111,4.185071361106917,76.3657066184227,10.801711573197885,90.21588408236002
